pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
TOI-1601 b,5.33175,0.069,14.19902343,387.0,0.0,,1493.97,5982.0,2.195,1.5055,0.343,3.928
TOI-163 b,4.231306,0.058,16.690201,387.7526,0.0,,1669.0,6495.0,1.648,1.4352,0.22,4.187
TOI-1634 b,0.98934551,0.01544,1.759,4.9,0.0,,900.0,3550.0,0.45,0.502,0.23,4.833
TOI-1648 b,7.331602,0.0694,2.54,7.4,0.178,,799.0,4850.0,0.81,0.83,0.2,4.5
TOI-1669 c,2.6800535,0.0376,2.2963977,13.0,0.0,,1285.16,5497.0,1.0561,0.9867,0.274,4.382
TOI-1670 b,10.98462,0.103,2.06,41.31769291,0.59,,1062.0,6170.0,1.316,1.21,0.09,4.29
TOI-1670 c,40.74976,0.249,11.06326395,200.23189641,0.09,,684.0,6170.0,1.316,1.21,0.09,4.29
TOI-1680 b,4.8026345,0.03144,1.466,,,4.41,404.0,3225.0,0.2106,0.1798,0.04,5.046
TOI-1683.01,3.0575356,0.036507593,2.6382,,,163.056,929.25,4402.0,0.7,0.694661,,4.59
TOI-1685 b,0.66913923,0.01164,1.421,3.07,,213.0,1000.0,3470.0,0.462,0.466,0.01,4.68
TOI-169 b,2.2554477,0.03524,12.172974,251.40353,0.0,1443.0,1715.0,5880.0,1.288,1.147,0.24,4.278
TOI-1693 b,1.7666957,0.0226,1.41,,,,764.0,3499.0,0.46,0.49,,4.8
TOI-1694 b,3.7701389,0.0445,5.27,28.24,0.122,,1037.0,5005.0,0.812,0.828,0.04,4.536
TOI-1695 b,3.1342791,0.033548,1.9,6.36,0.097,39.0,698.0,3690.0,0.515,0.513,0.0,4.725
TOI-1696 b,2.500311,0.0229,3.09,48.8,,,489.0,3185.0,0.2775,0.255,0.336,4.959
TOI-172 b,9.47725,0.0914,10.816685,1722.6386,0.3806,299.0,1198.0,5645.0,1.777,1.128,0.148,3.993
TOI-1728 b,3.49151,0.0391,5.05,26.78,0.057,57.78,767.0,3980.0,0.6243,0.646,0.25,4.657
TOI-1736 b,7.073076,0.073,3.18175535,12.3,0.0,,1099.79,5636.0,1.4286,1.0373,0.148,4.142
TOI-1742 b,21.269084,0.154,2.36507598,9.7,0.3,,694.09,5815.0,1.131,1.0861,0.193,4.365
TOI-1743 b,4.266046,0.03589,1.83,,,,485.0,3277.0,0.338,0.339,0.22,4.909
TOI-1749 b,2.38839,0.0291,1.39,57.0,0.14,,831.0,3985.0,0.55,0.58,-0.26,4.7
TOI-1749 c,4.4929,0.0443,2.12,14.0,0.019,,673.0,3985.0,0.55,0.58,-0.26,4.7
TOI-1749 d,9.0497,0.0707,2.52,15.0,0.062,,533.0,3985.0,0.55,0.58,-0.26,4.7
TOI-1751 b,37.46852,0.215,2.9507845,19.5,0.327,,651.64,5970.0,1.3137,0.9382,-0.373,4.171
TOI-1752 b,0.9351861,0.01624,1.693,,,,1036.0,3762.0,0.53,0.524,-0.11,4.71
TOI-1752 c,32.71443,0.1614,2.29,,,,291.0,3762.0,0.53,0.524,-0.11,4.71
TOI-1753 b,5.3846104,0.059,2.47852533,16.6,0.0,,1005.43,5621.0,0.9715,0.9483,0.026,4.438
TOI-1759 b,18.85019,0.1177,3.14,10.8,0.0,6.39,443.0,4065.0,0.597,0.606,0.05,4.65
TOI-1774.01,16.70988,,2.78,8.5,0.05,,824.0,5746.0,1.1303,0.991,-0.02,4.33
TOI-1775 b,10.2405549,0.08,8.04728896,96.0,0.0,,707.89,5284.0,0.8288,0.9218,0.162,4.565
TOI-1776 b,2.799868,0.0378,1.21612741,1.4,0.0,,1269.21,5785.0,0.9356,0.9196,-0.193,4.457
TOI-178 b,1.9145601,,1.2,0.96,,,,4316.0,0.662,0.647,-0.23,4.45
TOI-178 c,3.238486,,1.754,4.64,0.00032,,,4316.0,0.662,0.647,-0.23,4.45
TOI-178 d,6.557569,,2.695,5.2,0.0068,,,4316.0,0.662,0.647,-0.23,4.45
TOI-178 e,9.96318,,2.301,3.48,0.00038,,,4316.0,0.662,0.647,-0.23,4.45
TOI-178 g,20.71663,,2.939,4.4,0.00043,,,4316.0,0.662,0.647,-0.23,4.45
TOI-1789 b,3.208664,0.04882,16.14093221,222.4798849,,2300.0,1927.0,5991.0,2.168,1.507,0.373,3.943
TOI-1794 b,8.765528,0.082,3.29701268,8.7,0.0,,992.91,5631.0,1.3162,0.9698,0.035,4.184
TOI-1801 b,10.64387,,2.079,5.738,0.0,,493.7,3863.0,0.547,0.556,-0.19,4.78
