pl_name,PC1,PC2,PC3,PC4,Cluster_K2,Familia_Planeta
Ross 176 b,-1.0603036042308267,1.7712603497385495,1.1226923336038956,-0.6523374118339813,0,Familia 0 (Población Estándar)
TIC 139270665 b,1.4562158937547396,0.0261868017804292,-0.1408080511956714,0.4470131518054088,0,Familia 0 (Población Estándar)
TIC 147027702 b,3.4823892500935205,-1.0988256876954554,-0.581987943971339,-0.7279087973716971,1,Familia 1 (Población Exótica/Atípica)
TIC 172900988 b,8.70831095613137,1.4082624385483418,-2.3968491229650617,1.7485131755801435,1,Familia 1 (Población Exótica/Atípica)
TIC 183374187 b,0.5411805802198186,-1.1133268971357084,2.4683878690655483,-1.993400232469119,0,Familia 0 (Población Estándar)
TIC 237913194 b,1.6377322443444775,-0.4952717889736532,3.019620034048059,-0.0054903909460516,0,Familia 0 (Población Estándar)
TIC 241249530 b,8.09889244345917,0.8528500296381692,3.8196141589041934,-0.2457529494616656,1,Familia 1 (Población Exótica/Atípica)
TIC 245076932 b,2.021241801981541,-0.4976316232079961,1.8161602239162449,-0.486025220322578,0,Familia 0 (Población Estándar)
TIC 257060897 b,-0.1273906343277752,-2.5746556322846788,-0.3648062014139165,-0.3181657488311765,0,Familia 0 (Población Estándar)
TIC 279401253 b,4.620361724289443,0.661551011513884,1.5486747717591167,0.6856241016120559,1,Familia 1 (Población Exótica/Atípica)
TIC 365102760 b,0.8163073774580692,-2.790601857183248,1.6802681719057,-1.294881158822065,0,Familia 0 (Población Estándar)
TIC 393818343 b,1.8999404824224708,-0.3593845983702601,3.322109781596181,0.6656028253245532,0,Familia 0 (Población Estándar)
TIC 434398831 b,-0.8071790838609358,-0.452949478208647,-0.3998499490313031,-0.7012097787724024,0,Familia 0 (Población Estándar)
TIC 434398831 c,-0.3856193051262734,-0.3166078908791014,-0.5585473747930393,-0.4803782910910019,0,Familia 0 (Población Estándar)
TIC 46432937 b,-1.5839301778742827,0.0975008665631472,0.1505141096856419,1.836501074520136,0,Familia 0 (Población Estándar)
TIC 4672985 b,3.640440756531656,0.4063333111725353,-1.0383673372888789,0.9433672433339472,1,Familia 1 (Población Exótica/Atípica)
TIC 52059926 b,6.22331446462143,2.513354228642464,1.5583622254627056,0.3464734059548257,1,Familia 1 (Población Exótica/Atípica)
TIC 87422071 b,0.9200044827854328,-1.5240506125164364,0.0927334546809255,0.1753960293114847,0,Familia 0 (Población Estándar)
TIC 88785435 b,0.0934350065074873,0.3552611512457782,0.1280584258080284,-0.6286342081853076,0,Familia 0 (Población Estándar)
TIC 9344899 b,0.2208910790273446,-0.8594406978983462,-0.2150091106386878,0.49087567832371,0,Familia 0 (Población Estándar)
TOI-1011 b,-1.2419033177409042,-0.4239558058752666,-0.632538705497749,-0.4248008040500105,0,Familia 0 (Población Estándar)
TOI-1052 b,0.4633688275681268,-0.8820856375310132,0.3239510502208649,-0.3232216354953617,0,Familia 0 (Población Estándar)
TOI-1062 b,-0.6120840725422189,-0.1632232801179264,0.5487927000415808,-0.0478185286967841,0,Familia 0 (Población Estándar)
TOI-1064 b,-0.6654760377203415,0.5582962328523318,-0.2307593165645319,0.0312192987708979,0,Familia 0 (Población Estándar)
TOI-1064 c,-0.0546276665565789,0.9782612514014172,-0.1414321416310888,-0.0927046362594343,0,Familia 0 (Población Estándar)
TOI-1075 b,-2.143988424648456,0.2859453480487288,-0.3876112933839769,-0.3126792270608952,0,Familia 0 (Población Estándar)
TOI-1080 b,-1.6340281828856291,2.645210866243896,1.1900991408074748,0.0019750907608507,0,Familia 0 (Población Estándar)
TOI-1107 b,0.0404698786980252,-2.4557898084609677,-0.4535856027677062,-0.6523667422700694,0,Familia 0 (Población Estándar)
TOI-1117 b,-1.165946178314322,-1.0200148160166795,-0.5906779260252968,-0.0967735162547492,0,Familia 0 (Población Estándar)
TOI-1130 b,-0.9594653856799884,0.3055729607915238,-0.0833482806818316,0.2933316723783992,0,Familia 0 (Población Estándar)
TOI-1130 c,-0.2555417593858208,0.1952105196244107,-0.0697213027110597,0.7830632448067082,0,Familia 0 (Población Estándar)
TOI-1135 b,0.1934956475510392,-0.9860558729152988,-0.3095333675170376,-0.4339198963423965,0,Familia 0 (Población Estándar)
TOI-1136 b,-0.7569413064705706,-0.4756131597511148,-0.4998190276615176,-0.3051668851980504,0,Familia 0 (Población Estándar)
TOI-1136 c,-0.2881543344464988,-0.310962705012787,0.0042230651890232,-0.3033222719729888,0,Familia 0 (Población Estándar)
TOI-1136 d,0.3150503068389253,0.0949384108343056,-0.5378979070045273,-0.1677992984802394,0,Familia 0 (Población Estándar)
TOI-1136 e,0.7515031215403881,0.3146157347594386,-0.6313418733992283,-0.1530236277650087,0,Familia 0 (Población Estándar)
TOI-1136 f,1.293491772068432,0.5365706641189698,-0.9890556375981508,0.0100107647161634,0,Familia 0 (Población Estándar)
TOI-1136 g,2.045864455438602,0.9011764169505322,-0.9470514798734784,-0.0531295888712957,1,Familia 1 (Población Exótica/Atípica)
TOI-1173 b,-0.2676814070458985,-0.3109321946237885,-0.3739778576440469,0.3752674271181713,0,Familia 0 (Población Estándar)
TOI-1181 b,-0.1777435081886779,-3.2421506075833832,-0.4441274350001339,0.7638979329365141,0,Familia 0 (Población Estándar)
TOI-1194 b,-0.9840247418738196,-1.16068101745624,-0.2962786733455806,1.108598974434822,0,Familia 0 (Población Estándar)
TOI-1199 b,-0.3172725632748846,-2.0935279738815527,-0.2850326379172,1.0018063847159586,0,Familia 0 (Población Estándar)
TOI-1201 b,-1.7165059708455706,1.2147451620305445,-0.299439568173777,0.3484332888655475,0,Familia 0 (Población Estándar)
TOI-1203.01,1.1937441313694597,0.621787221416974,-0.965874971332072,-1.679164257564067,0,Familia 0 (Población Estándar)
